volcano,volcanoLabel,location
http://www.wikidata.org/entity/Q3322058,Mount Rittmann,Point(165.5 -73.45)
http://www.wikidata.org/entity/Q3322217,Mont de la Dives,Point(77.552644564 -37.838104692)
http://www.wikidata.org/entity/Q2956453,Chaos Crags,Point(-121.521111111 40.524166666)
http://www.wikidata.org/entity/Q2905170,mount Avital,Point(35.788888888 33.115)
http://www.wikidata.org/entity/Q3321906,Mount Kupe,Point(9.707 4.801)
http://www.wikidata.org/entity/Q3065113,Suchitan,Point(-89.78 14.333333333)
http://www.wikidata.org/entity/Q3321906,Mount Kupe,Point(9.71222222 4.80944444)
http://www.wikidata.org/entity/Q3114585,Le Grand Suchet,Point(2.95528 45.7906)
http://www.wikidata.org/entity/Q3155409,Isluga,Point(-68.833333333 -19.15)
http://www.wikidata.org/entity/Q3332046,Mælifellshnjúkur,Point(-19.366149 65.400014)
http://www.wikidata.org/entity/Q2946787,Ciguatepe,Point(-86.142 12.53)
http://www.wikidata.org/entity/Q3325375,Moua Pihaa,Point(-148.525 -18.325)
http://www.wikidata.org/entity/Q3006369,Crête de la Novara,Point(77.52 -38.715)
http://www.wikidata.org/entity/Q3042741,Mount Belinda,Point(-26.33333333 -58.43333333)
http://www.wikidata.org/entity/Q3321904,Mount Karakuni,Point(130.86166667 31.93416667)
http://www.wikidata.org/entity/Q3139453,Mount Tomuraushi,Point(142.84861111 43.52722222)
http://www.wikidata.org/entity/Q3325375,Moua Pihaa,Point(-148.67 -18.32)
http://www.wikidata.org/entity/Q3367232,Tri Sestry,Point(149.92 45.93)
http://www.wikidata.org/entity/Q3090546,Fueguino,Point(-70.25 -54.95)
http://www.wikidata.org/entity/Q2868734,Ata volcano,Point(-68.576111111 -27.181944444)
http://www.wikidata.org/entity/Q2854860,Peretolchin,Point(99.034722222 52.719166666)
http://www.wikidata.org/entity/Q3327565,Pico do Cabugi,Point(-36.32083333 -5.70611111)
http://www.wikidata.org/entity/Q3377210,Petit Suchet,Point(2.961171 45.789786)
http://www.wikidata.org/entity/Q3382428,Pic du Mascarin,Point(51.7446 -46.4381)
http://www.wikidata.org/entity/Q2895004,Salín,Point(-68.0639 -24.3317)
http://www.wikidata.org/entity/Q3066185,Volcán Huequi,Point(-72.57472 -42.36333)
http://www.wikidata.org/entity/Q2735753,Gunung Guntur,Point(107.839722222 -7.143333333)
http://www.wikidata.org/entity/Q2956713,Santa Isabel,Point(-75.36666667 4.81666667)
http://www.wikidata.org/entity/Q2946783,Cerro Tujle,Point(-67.9515 -23.8354)
http://www.wikidata.org/entity/Q3322001,Mount Oku,Point(10.518888888 6.199722222)
http://www.wikidata.org/entity/Q3382428,Pic du Mascarin,Point(51.7457 -46.4378)
http://www.wikidata.org/entity/Q2746400,May-Ya-Moto,Point(29.333333333 -0.933333333)
http://www.wikidata.org/entity/Q3322136,Mount Temehani,Point(-151.452 -16.828)
http://www.wikidata.org/entity/Q3116485,Tahual,Point(-89.9 14.43)
http://www.wikidata.org/entity/Q3322217,Mont de la Dives,Point(77.549444444 -37.849444444)
http://www.wikidata.org/entity/Q3273698,Jaude maar,Point(3.08175 45.7766)
http://www.wikidata.org/entity/Q3300188,Mauna Ulu,Point(-155.201 19.3668)
http://www.wikidata.org/entity/Q3046481,Mojanda,Point(-78.27 0.13)
http://www.wikidata.org/entity/Q2903912,Q2903912,Point(35.788888888 33.211111111)
http://www.wikidata.org/entity/Q3290107,Mount Manengouba,Point(9.83 5.03)
http://www.wikidata.org/entity/Q2964415,Chonco,Point(-87.04339 12.703018)
http://www.wikidata.org/entity/Q3321807,Mont Denise,Point(3.85482 45.0584)
http://www.wikidata.org/entity/Q2934098,Callaqui,Point(-71.45 -37.916666666)
http://www.wikidata.org/entity/Q4128319,Vulkan Chernoga,Point(150.866388888 46.521944444)
http://www.wikidata.org/entity/Q3775494,Taupō Volcano,Point(175.900833333 -38.805555555)
http://www.wikidata.org/entity/Q4088419,Black Rock Desert volcanic field,Point(-112.5 38.966666666)
http://www.wikidata.org/entity/Q4089188,Bogdan Khmelnitsky,Point(147.91324 45.37698)
http://www.wikidata.org/entity/Q3861932,Mount Roundtop,Point(-163.591 54.7992)
http://www.wikidata.org/entity/Q4108292,Verkhne-Paratunsky thermal springs,Point(158.15 52.816666666)
http://www.wikidata.org/entity/Q4179256,Mount Sanbe,Point(132.626611 35.13205)
http://www.wikidata.org/entity/Q4155060,Dariganga Volcanic Field,Point(114.0 45.33333)
http://www.wikidata.org/entity/Q4088366,Blue Lake Crater,Point(-121.773888888 44.411388888)
http://www.wikidata.org/entity/Q4077868,Baranovsky volcano (Krasnoyarsk region),Point(101.933333333 60.916666666)
http://www.wikidata.org/entity/Q4099160,Bunanya,Point(158.883333333 56.366666666)
http://www.wikidata.org/entity/Q3707308,Bud Dajo,Point(121.05666667 6.01333333)
http://www.wikidata.org/entity/Q4077147,Q4077147,Point(144.819166666 -3.613055555)
http://www.wikidata.org/entity/Q4128314,Severgin Volcano,Point(154.519444444 49.118055555)
http://www.wikidata.org/entity/Q4176881,Itasy Volcanic Field,Point(46.783333333 -19.066666666)
http://www.wikidata.org/entity/Q4128310,Berg Volcano,Point(150.15 46.116666666)
http://www.wikidata.org/entity/Q4182084,Yellow (volcano),Point(157.904577777 52.339325)
http://www.wikidata.org/entity/Q4093102,Bongabti,Point(158.333333333 55.833333333)
http://www.wikidata.org/entity/Q4093104,Bongapchi,Point(158.333333333 55.833333333)
http://www.wikidata.org/entity/Q4114152,Vodorazdelny Volcano,Point(160.65 56.15)
http://www.wikidata.org/entity/Q4210886,Kamenisty (volcano),Point(160.75 58.083333333)
http://www.wikidata.org/entity/Q4089188,Bogdan Khmelnitsky,Point(147.920277777 45.336944444)
http://www.wikidata.org/entity/Q4152986,Gutanasar,Point(44.68386 40.36793)
http://www.wikidata.org/entity/Q4069234,Arik volcano,Point(158.666666666 53.366666666)
http://www.wikidata.org/entity/Q4180583,Zhirovskoy,Point(158.25 52.616666666)
http://www.wikidata.org/entity/Q4077870,Baranovsky Volcano (Primorsky Krai),Point(131.919472222 43.652975)
http://www.wikidata.org/entity/Q4128318,Tolmachev Volcano,Point(157.732916666 52.551827777)
http://www.wikidata.org/entity/Q4186342,Zaoziornyj,Point(159.95 56.883333333)
http://www.wikidata.org/entity/Q3742394,Mount Shiga,Point(138.510725 36.699427777)
http://www.wikidata.org/entity/Q4155855,Volcano Dvor,Point(159.433333333 54.05)
http://www.wikidata.org/entity/Q4128309,Antsiferov Volcano,Point(154.975277777 50.200277777)
http://www.wikidata.org/entity/Q4090471,Q4090471,Point(144.963333333 -3.994444444)
http://www.wikidata.org/entity/Q4098205,Buduli,Point(158.683333333 56.383333333)
http://www.wikidata.org/entity/Q4142403,Golubitsky mud volcano,Point(37.27775 45.334962)
http://www.wikidata.org/entity/Q3471590,San Pedro de Tarara,Point(-70.8863297 -35.9948665)
http://www.wikidata.org/entity/Q4092933,Bolshoi Chekchebonai,Point(159.433333333 56.9)
http://www.wikidata.org/entity/Q4070254,Arteni,Point(43.784880555 40.375844444)
http://www.wikidata.org/entity/Q4067894,Aoba,Point(167.849166666 -15.380277777)
http://www.wikidata.org/entity/Q4099736,Burlyashchiy,Point(159.966666666 54.333333333)
http://www.wikidata.org/entity/Q4095705,Brothers Seamount,Point(179.0675 -34.882167)
http://www.wikidata.org/entity/Q4175840,Emperor of China,Point(124.21666667 -6.61666667)
http://www.wikidata.org/entity/Q4128312,Pallas Volcano,Point(152.478888888 47.343055555)
http://www.wikidata.org/entity/Q4068356,Mount Ara,Point(44.452222222 40.405555555)
http://www.wikidata.org/entity/Q4087566,Biu Plateau,Point(12.0 10.75)
http://www.wikidata.org/entity/Q4071824,Q4071824,Point(145.403611111 19.6925)
http://www.wikidata.org/entity/Q4100074,Bus-Obo,Point(109.083333333 47.116666666)
http://www.wikidata.org/entity/Q4128315,Tarya Volcano,Point(158.5479473 52.906054)
http://www.wikidata.org/entity/Q4060178,Aku Volcano,Point(117.4614 56.1776)
http://www.wikidata.org/entity/Q4182925,Zavaritsky,Point(159.65 56.7)
http://www.wikidata.org/entity/Q4066158,Aneityum,Point(169.790555555 -20.184166666)
http://www.wikidata.org/entity/Q4128316,Vulkan Snou,Point(150.868611111 46.510833333)
http://www.wikidata.org/entity/Q4075236,Buzzard Creek,Point(-148.433 64.062)
http://www.wikidata.org/entity/Q4062794,Alney,Point(159.644894444 56.692016666)
http://www.wikidata.org/entity/Q4087566,Biu Plateau,Point(12.1333333 10.55)
http://www.wikidata.org/entity/Q4089661,Bogoria,Point(36.08 0.25)
http://www.wikidata.org/entity/Q4089140,Bogachevsky,Point(160.707136 54.973214)
http://www.wikidata.org/entity/Q4064525,Amsterdam Volcano,Point(77.548528 -37.849239)
http://www.wikidata.org/entity/Q4148786,Grechishkina (volcano),Point(160.783333333 58.05)
http://www.wikidata.org/entity/Q3695505,Mount Hiuchigatake,Point(139.28716 36.95298)
http://www.wikidata.org/entity/Q4092497,Big (volcano),Point(157.8 56.466666666)
http://www.wikidata.org/entity/Q4126603,Eastern Baraniy,Point(159.883333333 54.333333333)
http://www.wikidata.org/entity/Q4086958,Bir Borhut,Point(50.633333333 15.55)
http://www.wikidata.org/entity/Q4186559,Western Baraniy,Point(159.866666666 54.333333333)
http://www.wikidata.org/entity/Q4110079,Vetrovyi Volcano,Point(158.8 56.566666666)
http://www.wikidata.org/entity/Q4075651,Bayonnaise Rocks,Point(139.916666666 31.883333333)
http://www.wikidata.org/entity/Q3471599,San Peyre,Point(6.93722 43.525)
http://www.wikidata.org/entity/Q4062424,Aliso,Point(-78.007141666 -0.533)
http://www.wikidata.org/entity/Q4109966,Q4109966,Point(109.05 9.833333333)
http://www.wikidata.org/entity/Q4100074,Bus-Obo,Point(109.08 47.12)
http://www.wikidata.org/entity/Q4088153,Bliznetsy,Point(161.37 57.350833333)
http://www.wikidata.org/entity/Q3742394,Mount Shiga,Point(138.51273 36.69999)
http://www.wikidata.org/entity/Q4177455,Coronado (volcano),Point(-113.51524 29.08886)
http://www.wikidata.org/entity/Q4209209,Kalgauch,Point(159.75 56.933333333)
http://www.wikidata.org/entity/Q4177455,Coronado (volcano),Point(-113.513333333 29.083333333)
http://www.wikidata.org/entity/Q3562713,Volcan du Diable,Point(69.724474 -49.493581)
http://www.wikidata.org/entity/Q4093436,Borawli,Point(41.45 11.633333333)
http://www.wikidata.org/entity/Q4089752,Q4089752,Point(-177.438333333 51.91)
http://www.wikidata.org/entity/Q4090272,Q4090272,Point(41.833333333 11.25)
http://www.wikidata.org/entity/Q3571838,Yanteles,Point(-72.8 -43.5)
http://www.wikidata.org/entity/Q4076242,Balagan-Tas,Point(145.89305 65.958258333)
http://www.wikidata.org/entity/Q3562713,Volcan du Diable,Point(69.723 -49.4915)
http://www.wikidata.org/entity/Q4105871,Veer,Point(159.65 56.7)
http://www.wikidata.org/entity/Q4216914,Pan (volcano),Point(160.024444444 56.895)
http://www.wikidata.org/entity/Q4060464,Alamagan (volcano),Point(145.836666666 17.601944444)
http://www.wikidata.org/entity/Q4205381,Iult,Point(160.6 55.233333333)
http://www.wikidata.org/entity/Q4088405,Blup Blup,Point(144.605 -3.506666666)
http://www.wikidata.org/entity/Q4071223,Ascension,Point(-14.342336111 -7.951797222)
http://www.wikidata.org/entity/Q4091448,Big Kytepana,Point(158.233333333 56.95)
http://www.wikidata.org/entity/Q4155060,Dariganga Volcanic Field,Point(114.279 45.754)
http://www.wikidata.org/entity/Q4179246,Severny,Point(160.871388888 58.282777777)
http://www.wikidata.org/entity/Q4054131,Aag,Point(158.656466666 53.395816666)
http://www.wikidata.org/entity/Q4214289,Karatag (mountain),Point(89.654 54.69)
http://www.wikidata.org/entity/Q3530589,Tolhuaca,Point(-71.645 -38.31)
http://www.wikidata.org/entity/Q4180518,Methana Volcano,Point(23.336 37.615)
http://www.wikidata.org/entity/Q4058910,Aynelkan,Point(160.383333333 57.5)
http://www.wikidata.org/entity/Q4091885,Bolshe-Bannaya,Point(157.766666666 52.9)
http://www.wikidata.org/entity/Q4075861,Q4075861,Point(155.35 -6.15)
http://www.wikidata.org/entity/Q4209210,Kalgnitunup,Point(159.9 57.05)
http://www.wikidata.org/entity/Q4083643,Q4083643,Point(-131.05 55.316666666)
http://www.wikidata.org/entity/Q3695499,Mount Kirigamine,Point(138.167 36.1)
http://www.wikidata.org/entity/Q1189723,Mount Gharat,Point(167.516388888 -14.283055555)
http://www.wikidata.org/entity/Q1376373,Volcán Wolf,Point(-91.333333333 0.033333333)
http://www.wikidata.org/entity/Q1545699,Grensdalur,Point(-21.190626 64.04649)
http://www.wikidata.org/entity/Q1089657,Chupiquiña,Point(-69.8 -17.666666666)
http://www.wikidata.org/entity/Q1551586,Grímsnes,Point(-20.889444444 64.036666666)
http://www.wikidata.org/entity/Q1631727,Ofu-Olosega,Point(-169.616666666 -14.166666666)
http://www.wikidata.org/entity/Q1622310,Hochsimmer,Point(7.19889 50.3603)
http://www.wikidata.org/entity/Q1289764,Gleiberg,Point(8.63465 50.6151)
http://www.wikidata.org/entity/Q1297541,Mount Bosavi,Point(142.826666666 -6.614166666)
http://www.wikidata.org/entity/Q1622342,Hochstein,Point(7.21917 50.3717)
http://www.wikidata.org/entity/Q1586649,Yate,Point(-72.400277777 -41.758888888)
http://www.wikidata.org/entity/Q1641276,Quilotoa,Point(-78.897286111 -0.861194444)
http://www.wikidata.org/entity/Q1083948,Mount Serua,Point(130.0 -6.3)
http://www.wikidata.org/entity/Q1623902,Hoher Hagen,Point(9.76457 51.4752)
http://www.wikidata.org/entity/Q1672337,Menengai,Point(36.066666666 -0.2)
http://www.wikidata.org/entity/Q1327687,Volcán de Agua,Point(-90.742777777 14.465)
http://www.wikidata.org/entity/Q1420308,Juriques,Point(-67.824722222 -22.845277777)
http://www.wikidata.org/entity/Q1315012,Snæfellsjökull,Point(-23.771 64.809)
http://www.wikidata.org/entity/Q1156943,Maderas,Point(-85.515 11.445833333)
http://www.wikidata.org/entity/Q1638935,Jabuka,Point(15.460098888 43.091813888)
http://www.wikidata.org/entity/Q1544338,North Head,Point(174.81205 -36.827752777)
http://www.wikidata.org/entity/Q1138683,Mount Mihara,Point(139.3988 34.7276)
http://www.wikidata.org/entity/Q1140054,Kell,Point(157.35 51.65)
http://www.wikidata.org/entity/Q1424979,Alcedo Volcano,Point(-91.109104 -0.396583)
http://www.wikidata.org/entity/Q1141849,Helgafell,Point(-20.2601 63.4293)
http://www.wikidata.org/entity/Q1582571,Mount Parker,Point(124.88972222 6.11416667)
http://www.wikidata.org/entity/Q1630952,Patomskiy crater,Point(116.58944444 59.28472222)
http://www.wikidata.org/entity/Q1360982,Ernstberg,Point(6.7691 50.2304)
http://www.wikidata.org/entity/Q1157658,Daisetsuzan Volcanic Group,Point(142.85 43.65)
http://www.wikidata.org/entity/Q1427939,Fonualei,Point(-174.325 -18.024)
http://www.wikidata.org/entity/Q1322653,Gorely,Point(158.033333333 52.558333333)
http://www.wikidata.org/entity/Q1288839,Svartsengi,Point(-22.44816 63.87766)
http://www.wikidata.org/entity/Q1535333,Marmolejo,Point(-69.864514 -33.717129)
http://www.wikidata.org/entity/Q1515751,Sete Cidades Massif,Point(-25.78 37.87)
http://www.wikidata.org/entity/Q1200515,Descabezado Grande,Point(-70.75 -35.583333333)
http://www.wikidata.org/entity/Q1125445,Mount Tendürek,Point(43.8741 39.356)
http://www.wikidata.org/entity/Q1362432,Scharteberg,Point(6.7528 50.2179)
http://www.wikidata.org/entity/Q1573932,Tau,Point(-170.72806 -14.31778)
http://www.wikidata.org/entity/Q1143300,Cuicocha,Point(-78.361666666 0.302222222)
http://www.wikidata.org/entity/Q1472613,Fuchskaute,Point(8.10262 50.6595)
http://www.wikidata.org/entity/Q1478849,Incahuasi,Point(-68.3 -27.033333333)
http://www.wikidata.org/entity/Q1322666,Mount Sirung,Point(124.133333333 -8.516666666)
http://www.wikidata.org/entity/Q1586649,Yate,Point(-72.396388888 -41.754722222)
http://www.wikidata.org/entity/Q1367704,Esjufjöll,Point(-16.500225469 64.256265775)
http://www.wikidata.org/entity/Q1639195,Mount Mikeno,Point(29.41681722 -1.46276833)
http://www.wikidata.org/entity/Q1195352,Pinzón Island,Point(-90.65 -0.6)
http://www.wikidata.org/entity/Q1189723,Mount Gharat,Point(167.517 -14.2839)
http://www.wikidata.org/entity/Q1139121,Gareloi Volcano,Point(-178.803055555 51.786666666)
http://www.wikidata.org/entity/Q1367704,Esjufjöll,Point(-16.537982 64.25457)
http://www.wikidata.org/entity/Q1308814,Nerother Kopf,Point(6.76083 50.1944)
http://www.wikidata.org/entity/Q1436026,Q1436026,Point(81.64972222 35.70111111)
http://www.wikidata.org/entity/Q1324660,Tiger Island,Point(-87.637777777 13.265555555)
http://www.wikidata.org/entity/Q1424776,Gänsehals,Point(7.20464 50.3968)
http://www.wikidata.org/entity/Q1138683,Mount Mihara,Point(139.394722222 34.724444444)
http://www.wikidata.org/entity/Q1429816,Knüllköpfchen,Point(9.422247222 50.916741666)
http://www.wikidata.org/entity/Q1628555,Hornopirén,Point(-72.431388888 -41.874444444)
http://www.wikidata.org/entity/Q1249309,Pantelleria Island,Point(12.0 36.783333333)
http://www.wikidata.org/entity/Q1067452,Concepción,Point(-85.616666666 11.533333333)
http://www.wikidata.org/entity/Q1602444,Helgrindur,Point(-23.3 64.86666667)
http://www.wikidata.org/entity/Q1267547,Mount Mézenc,Point(4.195 44.91111111)
http://www.wikidata.org/entity/Q1637140,Hummelsberg,Point(7.324987 50.582067)
http://www.wikidata.org/entity/Q1575468,Volcán San Pedro,Point(-91.265833333 14.655833333)
http://www.wikidata.org/entity/Q1147502,Marchena Island,Point(-90.5 0.35)
http://www.wikidata.org/entity/Q1648022,Vulcano,Point(14.962 38.404)
http://www.wikidata.org/entity/Q1347484,Merelava,Point(168.038291666 -14.463936111)
http://www.wikidata.org/entity/Q1602444,Helgrindur,Point(-23.32845681 64.887670245)
http://www.wikidata.org/entity/Q1535776,Morne Watt,Point(-61.305 15.307)
http://www.wikidata.org/entity/Q1632346,Hrafnabjörg,Point(-20.921597 64.272593)
http://www.wikidata.org/entity/Q1373738,Mount Suribachi,Point(141.287783333 24.749030555)
http://www.wikidata.org/entity/Q1417843,Hanish Islands,Point(42.75 13.75)
http://www.wikidata.org/entity/Q1224259,Dietzenley,Point(6.67778 50.2025)
http://www.wikidata.org/entity/Q1377333,Mount Osore,Point(141.12 41.279)
http://www.wikidata.org/entity/Q1435038,Kverkfjöll,Point(-16.716666666 64.65)
http://www.wikidata.org/entity/Q1324394,Cerro El Muerto,Point(-68.483888888 -27.0575)
http://www.wikidata.org/entity/Q1422715,Rangitoto Island,Point(174.860115 -36.786742)
http://www.wikidata.org/entity/Q1623797,Hohenseelbachs-Kopf,Point(7.98652778 50.75909722)
http://www.wikidata.org/entity/Q1361324,Socorro Island,Point(-110.975 18.784444444)
http://www.wikidata.org/entity/Q1515751,Sete Cidades Massif,Point(-25.786166666 37.855194444)
http://www.wikidata.org/entity/Q1550157,Late,Point(-174.65 -18.8)
http://www.wikidata.org/entity/Q1290651,Hoherodskopf,Point(9.227 50.511)
http://www.wikidata.org/entity/Q1413846,Hengill,Point(-21.313611111 64.085555555)
http://www.wikidata.org/entity/Q1575468,Volcán San Pedro,Point(-91.2659 14.6559)
http://www.wikidata.org/entity/Q1474799,Torfajökull,Point(-19.009708333 63.881544444)
http://www.wikidata.org/entity/Q1162021,Mount Masaraga,Point(123.6 13.310277777)
http://www.wikidata.org/entity/Q1362432,Scharteberg,Point(6.75299 50.21797)
http://www.wikidata.org/entity/Q1411801,Horns of Hattin,Point(35.459722222 32.799722222)
http://www.wikidata.org/entity/Q1301834,Mount Scenery,Point(-63.239166666 17.635)
http://www.wikidata.org/entity/Q1584353,Har Bnei Rasan,Point(35.833888888 33.081944444)
http://www.wikidata.org/entity/Q1498870,Q1498870,Point(9.24294 50.5335)
http://www.wikidata.org/entity/Q1315012,Snæfellsjökull,Point(-23.77622792 64.807120486)
http://www.wikidata.org/entity/Q1276372,Cantal mountains,Point(2.67611 45.10944)
http://www.wikidata.org/entity/Q1552026,Tacora,Point(-69.766666666 -17.716666666)
http://www.wikidata.org/entity/Q1189752,Quetrupillán,Point(-71.7 -39.5)
http://www.wikidata.org/entity/Q1139840,Puntiagudo-Cordón Cenizos,Point(-72.263888888 -40.969444444)
http://www.wikidata.org/entity/Q1374413,Teneguía,Point(-17.85166667 28.47333333)
http://www.wikidata.org/entity/Q1340711,Mehetia,Point(-148.066666666 -17.866666666)
http://www.wikidata.org/entity/Q1435038,Kverkfjöll,Point(-16.665428258 64.661112247)
http://www.wikidata.org/entity/Q1330927,Puracé,Point(-76.394166666 2.314166666)
http://www.wikidata.org/entity/Q1143300,Cuicocha,Point(-78.362777777 0.300555555)
http://www.wikidata.org/entity/Q1474799,Torfajökull,Point(-18.998873866 63.896999662)
http://www.wikidata.org/entity/Q7690917,Te Puke,Point(174.030528 -35.252083)
http://www.wikidata.org/entity/Q11464876,Mount Shiribetsu,Point(140.910348 42.772572)
http://www.wikidata.org/entity/Q7796177,Thordarhyrna,Point(-17.528611111 64.2725)
http://www.wikidata.org/entity/Q11678280,Mount Kurofu,Point(138.488611111 36.405833333)
http://www.wikidata.org/entity/Q11566097,Nigorikawa,Point(140.433333 42.116667)
http://www.wikidata.org/entity/Q8524971,Urzelina (volcano),Point(-28.1219 38.6675)
http://www.wikidata.org/entity/Q11479422,Mount Sukumo,Point(139.037222222 35.005)
http://www.wikidata.org/entity/Q11666652,Mount Iizuna,Point(138.133333333 36.733333333)
http://www.wikidata.org/entity/Q7960063,East Molokai Volcano,Point(-156.84 21.11)
http://www.wikidata.org/entity/Q11582573,Mount Mayu,Point(130.33944444 32.76833333)
http://www.wikidata.org/entity/Q11608718,Utsukushigahara,Point(138.107442 36.225797)
http://www.wikidata.org/entity/Q11557224,Mount Asakuksa,Point(139.23351 37.34365)
http://www.wikidata.org/entity/Q11322387,Mount Tōnoshike Nupuri,Point(140.843056 42.603611)
http://www.wikidata.org/entity/Q11434371,Mount Ōmuro,Point(139.094444444 34.904166666)
http://www.wikidata.org/entity/Q11669749,Mount Takasaki,Point(131.5235 33.2522)
http://www.wikidata.org/entity/Q12255387,Bobrof Volcano,Point(-177.4388889 51.90833333)
http://www.wikidata.org/entity/Q12411374,Q12411374,Point(35.84440833 33.06523333)
http://www.wikidata.org/entity/Q11536092,Mount Kurino,Point(130.7958 31.9475)
http://www.wikidata.org/entity/Q11597839,Tateyama Volcano,Point(137.59 36.571)
http://www.wikidata.org/entity/Q11464876,Mount Shiribetsu,Point(140.9108 42.773)
http://www.wikidata.org/entity/Q11435625,Mount Dainichi,Point(136.493056 36.161944)
http://www.wikidata.org/entity/Q12687223,Tumble Buttes,Point(-121.55 40.671944444)
http://www.wikidata.org/entity/Q7689143,Tavkvetili,Point(43.721388888 41.680555555)
http://www.wikidata.org/entity/Q11555159,Mount Hōonji,Point(136.5975 36.063333)
http://www.wikidata.org/entity/Q11555159,Mount Hōonji,Point(136.5975 36.063333333)
http://www.wikidata.org/entity/Q11282733,Mount Akandana,Point(137.572222222 36.2)
http://www.wikidata.org/entity/Q11496825,Mount Ōgi,Point(134.440833333 35.439722222)
http://www.wikidata.org/entity/Q8553599,Medicine Lake Volcano,Point(-121.599530555 41.582525)
http://www.wikidata.org/entity/Q11435625,Mount Dainichi,Point(136.4925 36.1635)
http://www.wikidata.org/entity/Q11678078,Mount Kurohime,Point(138.127222222 36.813333333)
http://www.wikidata.org/entity/Q11648144,Mount Kamafuse,Point(141.12 41.278611)
http://www.wikidata.org/entity/Q7796177,Thordarhyrna,Point(-17.534677705 64.271400216)
http://www.wikidata.org/entity/Q7960255,Waiowa,Point(149.075 -9.56667)
http://www.wikidata.org/entity/Q8528919,Mount Iō,Point(130.30527778 30.79305556)
http://www.wikidata.org/entity/Q11580627,Mount Shirataka,Point(140.173055555 38.222777777)
http://www.wikidata.org/entity/Q11539369,Mount Moriyoshi,Point(140.55 39.983333333)
http://www.wikidata.org/entity/Q11647034,Mount Kinbō,Point(130.638611111 32.813888888)
http://www.wikidata.org/entity/Q8536691,Hiruzen,Point(133.66361111 35.325)
http://www.wikidata.org/entity/Q11691399,Cerro Congo,Point(-84.227222222 10.254444444)
http://www.wikidata.org/entity/Q11463980,Mount Onoko,Point(138.936944 36.580833)
http://www.wikidata.org/entity/Q12687214,Kiska,Point(177.602 52.103)
http://www.wikidata.org/entity/Q8539015,Batea Mahuida Volcano,Point(-71.1928 -38.8189)
http://www.wikidata.org/entity/Q8528919,Mount Iō,Point(130.3049 30.7928)
http://www.wikidata.org/entity/Q11536102,Mount Kurikoma,Point(140.788888888 38.961111111)
http://www.wikidata.org/entity/Q11567236,Eboshi-dake,Point(138.38722222 36.43333333)
http://www.wikidata.org/entity/Q11691399,Cerro Congo,Point(-84.228 10.254)
http://www.wikidata.org/entity/Q8536451,Harra es-Sawad,Point(46.12 13.58)
http://www.wikidata.org/entity/Q11317930,Mount Chisenupuri,Point(140.5958 42.8883)
http://www.wikidata.org/entity/Q10717030,Central Skåne Volcanic Province,Point(13.52097 55.992928)
http://www.wikidata.org/entity/Q11580627,Mount Shirataka,Point(140.17293 38.22276)
http://www.wikidata.org/entity/Q11536251,Mount Neko,Point(131.150555555 32.885)
http://www.wikidata.org/entity/Q8526591,Mount Furano,Point(142.634722222 43.393611111)
http://www.wikidata.org/entity/Q11647034,Mount Kinbō,Point(130.639111111 32.814055555)
http://www.wikidata.org/entity/Q12255387,Bobrof Volcano,Point(-177.4422 51.9067)
http://www.wikidata.org/entity/Q9184203,Volcán Cacho Negro,Point(-84.046111111 10.195833333)
http://www.wikidata.org/entity/Q12764193,Comondu-La Purisima,Point(-111.92 26.0)
http://www.wikidata.org/entity/Q11678280,Mount Kurofu,Point(138.488611 36.405278)
http://www.wikidata.org/entity/Q12763633,Q12763633,Point(96.8211 4.768889)
http://www.wikidata.org/entity/Q11580561,Shiratori Yama,Point(130.838083 31.956583)
http://www.wikidata.org/entity/Q11448038,Mount Korei,Point(133.479166666 35.437777777)
http://www.wikidata.org/entity/Q12764166,Clark Seamount,Point(177.839 -36.446)
http://www.wikidata.org/entity/Q11115874,Mount Manaia,Point(174.516985 -35.818309)
http://www.wikidata.org/entity/Q12763846,Cerro Nicholson,Point(-71.73 -16.260556)
http://www.wikidata.org/entity/Q11220960,Q11220960,Point(5.9285 59.9714)
http://www.wikidata.org/entity/Q7690242,Taurere / Taylor Hill,Point(174.87 -36.8642)
http://www.wikidata.org/entity/Q7825615,Tore,Point(154.935 -5.835)
http://www.wikidata.org/entity/Q11439588,Ōno Dake,Point(130.516666666 31.256111111)
http://www.wikidata.org/entity/Q11678078,Mount Kurohime,Point(138.1283 36.8175)
http://www.wikidata.org/entity/Q11669749,Mount Takasaki,Point(131.524167 33.251944)
http://www.wikidata.org/entity/Q11444525,Mount Tarō,Point(139.483333333 36.816666666)
http://www.wikidata.org/entity/Q11574215,Mount Koshiki,Point(130.859167 31.965)
http://www.wikidata.org/entity/Q11439588,Ōno Dake,Point(130.51680556 31.256)
http://www.wikidata.org/entity/Q12617235,Quimsachata,Point(-71.35583333 -14.16555556)
http://www.wikidata.org/entity/Q11737565,Kawi-Butak,Point(112.45 -7.92)
http://www.wikidata.org/entity/Q11580561,Shiratori Yama,Point(130.833055555 31.96)
http://www.wikidata.org/entity/Q11520725,Mount Motoshirane,Point(138.53772 36.62494)
http://www.wikidata.org/entity/Q11443769,Mount Tenchō,Point(145.085778 44.044389)
http://www.wikidata.org/entity/Q8536691,Hiruzen,Point(133.683333333 35.316666666)
http://www.wikidata.org/entity/Q11324564,Mount Nitonupuri,Point(140.618056 42.885278)
